Año,C2,Valor,PIB nominal,perc_pib,Valor_pc
1977,G.M.F.,0.0,919410000000.0,0.0,0.0
1977,IVA externo,5107000000.0,919410000000.0,0.56,1623061972255.319
1977,IVA interno,8344000000.0,919410000000.0,0.91,2651816936851.064
1977,Impuesto al carbono,0.0,919410000000.0,0.0,0.0
1977,Impuesto al consumo,0.0,919410000000.0,0.0,0.0
1977,Impuesto de normalización tributaria,0.0,919410000000.0,0.0,0.0
1977,Impuesto gasolina y ACPM,0.0,919410000000.0,0.0,0.0
1977,Impuesto unificado RST (Simple),0.0,919410000000.0,0.0,0.0
1977,Impuestos saludables - Bebidas azucaradas,0.0,919410000000.0,0.0,0.0
1977,Impuestos saludables - Comestibles ultraprocesados,0.0,919410000000.0,0.0,0.0
1977,Patrimonio,0.0,919410000000.0,0.0,0.0
1977,Por clasificar,0.0,919410000000.0,0.0,0.0
1977,Productos plásticos de un solo uso,0.0,919410000000.0,0.0,0.0
1977,Renta,24188000000.0,1838820000000.0,2.63,7687218129021.276
1977,Riqueza,0.0,919410000000.0,0.0,0.0
1977,Timbre nacional,2176000000.0,919410000000.0,0.24,691557245276.5957
1978,Arancel,21505000000.0,1184850000000.0,1.81,5736123886428.571
1978,CREE,0.0,2369700000000.0,0.0,0.0
1978,Consumo bienes inmuebles,0.0,1184850000000.0,0.0,0.0
1978,G.M.F.,0.0,1184850000000.0,0.0,0.0
1978,IVA externo,7506000000.0,1184850000000.0,0.63,2002108620857.1428
1978,IVA interno,11151000000.0,1184850000000.0,0.94,2974355613000.0
1978,Impuesto al carbono,0.0,1184850000000.0,0.0,0.0
1978,Impuesto al consumo,0.0,1184850000000.0,0.0,0.0
1978,Impuesto de normalización tributaria,0.0,1184850000000.0,0.0,0.0
1978,Impuesto gasolina y ACPM,0.0,1184850000000.0,0.0,0.0
1978,Impuesto unificado RST (Simple),0.0,1184850000000.0,0.0,0.0
1978,Impuestos saludables - Bebidas azucaradas,0.0,1184850000000.0,0.0,0.0
1978,Impuestos saludables - Comestibles ultraprocesados,0.0,1184850000000.0,0.0,0.0
1978,Patrimonio,0.0,1184850000000.0,0.0,0.0
1978,Por clasificar,0.0,1184850000000.0,0.0,0.0
1978,Productos plásticos de un solo uso,0.0,1184850000000.0,0.0,0.0
1978,Renta,30677000000.0,2369700000000.0,2.59,8182612065285.714
1978,Riqueza,0.0,1184850000000.0,0.0,0.0
1978,Timbre nacional,2876000000.0,1184850000000.0,0.24,767128216571.4286
1979,Arancel,25477000000.0,1556760000000.0,1.64,5285461250777.777
1979,CREE,0.0,3113520000000.0,0.0,0.0
1979,Consumo bienes inmuebles,0.0,1556760000000.0,0.0,0.0
1979,G.M.F.,0.0,1556760000000.0,0.0,0.0
1979,IVA externo,9342000000.0,1556760000000.0,0.6,1938092358000.0
1979,IVA interno,15556000000.0,1556760000000.0,1.0,3227249488444.4443
1979,Impuesto al carbono,0.0,1556760000000.0,0.0,0.0
1979,Impuesto al consumo,0.0,1556760000000.0,0.0,0.0
1979,Impuesto de normalización tributaria,0.0,1556760000000.0,0.0,0.0
1979,Impuesto gasolina y ACPM,0.0,1556760000000.0,0.0,0.0
1979,Impuesto unificado RST (Simple),0.0,1556760000000.0,0.0,0.0
1979,Impuestos saludables - Bebidas azucaradas,0.0,1556760000000.0,0.0,0.0
1979,Impuestos saludables - Comestibles ultraprocesados,0.0,1556760000000.0,0.0,0.0
1979,Patrimonio,0.0,1556760000000.0,0.0,0.0
1979,Por clasificar,0.0,1556760000000.0,0.0,0.0
1979,Productos plásticos de un solo uso,0.0,1556760000000.0,0.0,0.0
1979,Renta,38485000000.0,3113520000000.0,2.4699999999999998,7984102376111.111
1979,Riqueza,0.0,1556760000000.0,0.0,0.0
1979,Timbre nacional,3176000000.0,1556760000000.0,0.2,658893312888.8889
1980,Arancel,35526000000.0,2072290000000.0,1.71,5896182325866.666
1980,CREE,0.0,4144580000000.0,0.0,0.0
1980,Consumo bienes inmuebles,0.0,2072290000000.0,0.0,0.0
1980,G.M.F.,0.0,2072290000000.0,0.0,0.0
1980,IVA externo,14806000000.0,2072290000000.0,0.71,2457323524088.8887
1980,IVA interno,18758000000.0,2072290000000.0,0.91,3113229411377.7773
1980,Impuesto al carbono,0.0,2072290000000.0,0.0,0.0
1980,Impuesto al consumo,0.0,2072290000000.0,0.0,0.0
1980,Impuesto de normalización tributaria,0.0,2072290000000.0,0.0,0.0
1980,Impuesto gasolina y ACPM,0.0,2072290000000.0,0.0,0.0
1980,Impuesto unificado RST (Simple),0.0,2072290000000.0,0.0,0.0
1980,Impuestos saludables - Bebidas azucaradas,0.0,2072290000000.0,0.0,0.0
1980,Impuestos saludables - Comestibles ultraprocesados,0.0,2072290000000.0,0.0,0.0
1980,Patrimonio,0.0,2072290000000.0,0.0,0.0
1980,Por clasificar,0.0,2072290000000.0,0.0,0.0
1980,Productos plásticos de un solo uso,0.0,2072290000000.0,0.0,0.0
1980,Renta,48318000000.0,4144580000000.0,2.34,8019246118933.332
1980,Riqueza,0.0,2072290000000.0,0.0,0.0
1980,Timbre nacional,4969000000.0,2072290000000.0,0.24,824695433688.8888
1981,Arancel,37535000000.0,2601330000000.0,1.44,4918114907719.3
1981,CREE,0.0,5202660000000.0,0.0,0.0
1981,Consumo bienes inmuebles,0.0,2601330000000.0,0.0,0.0
1981,G.M.F.,0.0,2601330000000.0,0.0,0.0
1981,IVA externo,17159000000.0,2601330000000.0,0.66,2248299818877.1934
1981,IVA interno,25713000000.0,2601330000000.0,0.99,3369108528631.58
1981,Impuesto al carbono,0.0,2601330000000.0,0.0,0.0
1981,Impuesto al consumo,0.0,2601330000000.0,0.0,0.0
1981,Impuesto de normalización tributaria,0.0,2601330000000.0,0.0,0.0
1981,Impuesto gasolina y ACPM,0.0,2601330000000.0,0.0,0.0
1981,Impuesto unificado RST (Simple),0.0,2601330000000.0,0.0,0.0
1981,Impuestos saludables - Bebidas azucaradas,0.0,2601330000000.0,0.0,0.0
1981,Impuestos saludables - Comestibles ultraprocesados,0.0,2601330000000.0,0.0,0.0
1981,Patrimonio,0.0,2601330000000.0,0.0,0.0
1981,Por clasificar,0.0,2601330000000.0,0.0,0.0
1981,Productos plásticos de un solo uso,0.0,2601330000000.0,0.0,0.0
1981,Renta,54726000000.0,5202660000000.0,2.11,7170607604631.581
1981,Riqueza,0.0,2601330000000.0,0.0,0.0
1981,Timbre nacional,4945000000.0,2601330000000.0,0.19,647930683859.6493
1982,Arancel,43972000000.0,3289210000000.0,1.34,4658265194439.717
1982,CREE,0.0,6578420000000.0,0.0,0.0
1982,Consumo bienes inmuebles,0.0,3289210000000.0,0.0,0.0
1982,G.M.F.,0.0,3289210000000.0,0.0,0.0
1982,IVA externo,21282000000.0,3289210000000.0,0.65,2254552894297.8726
1982,IVA interno,33536000000.0,3289210000000.0,1.02,3552705848283.6885
1982,Impuesto al carbono,0.0,3289210000000.0,0.0,0.0
1982,Impuesto al consumo,0.0,3289210000000.0,0.0,0.0
1982,Impuesto de normalización tributaria,0.0,3289210000000.0,0.0,0.0
1982,Impuesto gasolina y ACPM,0.0,3289210000000.0,0.0,0.0
1982,Impuesto unificado RST (Simple),0.0,3289210000000.0,0.0,0.0
1982,Impuestos saludables - Bebidas azucaradas,0.0,3289210000000.0,0.0,0.0
1982,Impuestos saludables - Comestibles ultraprocesados,0.0,3289210000000.0,0.0,0.0
1982,Patrimonio,0.0,3289210000000.0,0.0,0.0
1982,Por clasificar,0.0,3289210000000.0,0.0,0.0
1982,Productos plásticos de un solo uso,0.0,3289210000000.0,0.0,0.0
1982,Renta,67870000000.0,6578420000000.0,2.06,7189949484822.695
1982,Riqueza,0.0,3289210000000.0,0.0,0.0
1982,Timbre nacional,6615000000.0,3289210000000.0,0.2,700773771063.8298
1983,Arancel,42845000000.0,4032180000000.0,1.06,3878674237333.334
1983,CREE,0.0,8064360000000.0,0.0,0.0
1983,Consumo bienes inmuebles,0.0,4032180000000.0,0.0,0.0
1983,G.M.F.,0.0,4032180000000.0,0.0,0.0
1983,IVA externo,21357000000.0,4032180000000.0,0.53,1933407531490.9094
1983,IVA interno,41997000000.0,4032180000000.0,1.04,3801906452218.1826
1983,Impuesto al carbono,0.0,4032180000000.0,0.0,0.0
1983,Impuesto al consumo,0.0,4032180000000.0,0.0,0.0
1983,Impuesto de normalización tributaria,0.0,4032180000000.0,0.0,0.0
1983,Impuesto gasolina y ACPM,0.0,4032180000000.0,0.0,0.0
1983,Impuesto unificado RST (Simple),0.0,4032180000000.0,0.0,0.0
1983,Impuestos saludables - Bebidas azucaradas,0.0,4032180000000.0,0.0,0.0
1983,Impuestos saludables - Comestibles ultraprocesados,0.0,4032180000000.0,0.0,0.0
1983,Patrimonio,0.0,4032180000000.0,0.0,0.0
1983,Por clasificar,0.0,4032180000000.0,0.0,0.0
1983,Productos plásticos de un solo uso,0.0,4032180000000.0,0.0,0.0
1983,Renta,100231000000.0,8064360000000.0,2.49,9073716827684.85
1983,Riqueza,0.0,4032180000000.0,0.0,0.0
1983,Timbre nacional,7436000000.0,4032180000000.0,0.18,673166568533.3335
1984,Arancel,46087000000.0,5074930000000.0,0.91,3530294451979.487
1984,CREE,0.0,10149860000000.0,0.0,0.0
1984,Consumo bienes inmuebles,0.0,5074930000000.0,0.0,0.0
1984,G.M.F.,0.0,5074930000000.0,0.0,0.0
1984,IVA externo,25827000000.0,5074930000000.0,0.51,1978365153107.692
1984,IVA interno,62269000000.0,5074930000000.0,1.23,4769846274010.256
1984,Impuesto al carbono,0.0,5074930000000.0,0.0,0.0
1984,Impuesto al consumo,0.0,5074930000000.0,0.0,0.0
1984,Impuesto de normalización tributaria,0.0,5074930000000.0,0.0,0.0
1984,Impuesto gasolina y ACPM,0.0,5074930000000.0,0.0,0.0
1984,Impuesto unificado RST (Simple),0.0,5074930000000.0,0.0,0.0
1984,Impuestos saludables - Bebidas azucaradas,0.0,5074930000000.0,0.0,0.0
1984,Impuestos saludables - Comestibles ultraprocesados,0.0,5074930000000.0,0.0,0.0
1984,Patrimonio,0.0,5074930000000.0,0.0,0.0
1984,Por clasificar,0.0,5074930000000.0,0.0,0.0
1984,Productos plásticos de un solo uso,0.0,5074930000000.0,0.0,0.0
1984,Renta,120839000000.0,10149860000000.0,2.38,9256346719958.973
1984,Riqueza,0.0,5074930000000.0,0.0,0.0
1984,Timbre nacional,11027000000.0,5074930000000.0,0.22,844675438235.8973
1985,Arancel,90415000000.0,6528790000000.0,1.38,5674539613949.581
1985,CREE,0.0,13057580000000.0,0.0,0.0
1985,Consumo bienes inmuebles,0.0,6528790000000.0,0.0,0.0
1985,G.M.F.,0.0,6528790000000.0,0.0,0.0
1985,IVA externo,40758000000.0,6528790000000.0,0.62,2558014550521.009
1985,IVA interno,94801000000.0,6528790000000.0,1.45,5949809544235.295
1985,Impuesto al carbono,0.0,6528790000000.0,0.0,0.0
1985,Impuesto al consumo,0.0,6528790000000.0,0.0,0.0
1985,Impuesto de normalización tributaria,0.0,6528790000000.0,0.0,0.0
1985,Impuesto gasolina y ACPM,0.0,6528790000000.0,0.0,0.0
1985,Impuesto unificado RST (Simple),0.0,6528790000000.0,0.0,0.0
1985,Impuestos saludables - Bebidas azucaradas,0.0,6528790000000.0,0.0,0.0
1985,Impuestos saludables - Comestibles ultraprocesados,0.0,6528790000000.0,0.0,0.0
1985,Patrimonio,0.0,6528790000000.0,0.0,0.0
1985,Por clasificar,0.0,6528790000000.0,0.0,0.0
1985,Productos plásticos de un solo uso,0.0,6528790000000.0,0.0,0.0
1985,Renta,162099000000.0,13057580000000.0,2.48,10173502149882.354
1985,Riqueza,0.0,6528790000000.0,0.0,0.0
1985,Timbre nacional,19486000000.0,6528790000000.0,0.3,1222961664739.4958
1986,Arancel,141638000000.0,8846880000000.0,1.6,7346058804388.889
1986,CREE,0.0,17693760000000.0,0.0,0.0
1986,Consumo bienes inmuebles,0.0,8846880000000.0,0.0,0.0
1986,G.M.F.,0.0,8846880000000.0,0.0,0.0
1986,IVA externo,62743000000.0,8846880000000.0,0.71,3254167437861.111
1986,IVA interno,126040000000.0,8846880000000.0,1.42,6537068101111.111
1986,Impuesto al carbono,0.0,8846880000000.0,0.0,0.0
1986,Impuesto al consumo,0.0,8846880000000.0,0.0,0.0
1986,Impuesto de normalización tributaria,0.0,8846880000000.0,0.0,0.0
1986,Impuesto gasolina y ACPM,0.0,8846880000000.0,0.0,0.0
1986,Impuesto unificado RST (Simple),0.0,8846880000000.0,0.0,0.0
1986,Impuestos saludables - Bebidas azucaradas,0.0,8846880000000.0,0.0,0.0
1986,Impuestos saludables - Comestibles ultraprocesados,0.0,8846880000000.0,0.0,0.0
1986,Patrimonio,0.0,8846880000000.0,0.0,0.0
1986,Por clasificar,0.0,8846880000000.0,0.0,0.0
1986,Productos plásticos de un solo uso,0.0,8846880000000.0,0.0,0.0
1986,Renta,222601000000.0,17693760000000.0,2.51,11545207048361.11
1986,Riqueza,0.0,8846880000000.0,0.0,0.0
1986,Timbre nacional,24926000000.0,8846880000000.0,0.28,1292787682388.889
1987,Arancel,241266000000.0,11466860000000.0,2.1,10066539452648.045
1987,CREE,0.0,22933720000000.0,0.0,0.0
1987,Consumo bienes inmuebles,0.0,11466860000000.0,0.0,0.0
1987,G.M.F.,0.0,11466860000000.0,0.0,0.0
1987,IVA externo,91559000000.0,11466860000000.0,0.8,3820191347910.6147
1987,IVA interno,173164000000.0,11466860000000.0,1.51,7225063779307.264
1987,Impuesto al carbono,0.0,11466860000000.0,0.0,0.0
1987,Impuesto al consumo,0.0,11466860000000.0,0.0,0.0
1987,Impuesto de normalización tributaria,0.0,11466860000000.0,0.0,0.0
1987,Impuesto gasolina y ACPM,0.0,11466860000000.0,0.0,0.0
1987,Impuesto unificado RST (Simple),0.0,11466860000000.0,0.0,0.0
1987,Impuestos saludables - Bebidas azucaradas,0.0,11466860000000.0,0.0,0.0
1987,Impuestos saludables - Comestibles ultraprocesados,0.0,11466860000000.0,0.0,0.0
1987,Patrimonio,0.0,11466860000000.0,0.0,0.0
1987,Por clasificar,0.0,11466860000000.0,0.0,0.0
1987,Productos plásticos de un solo uso,0.0,11466860000000.0,0.0,0.0
1987,Renta,318329000000.0,22933720000000.0,2.7800000000000002,13281902288022.348
1987,Riqueza,0.0,11466860000000.0,0.0,0.0
1987,Timbre nacional,16964000000.0,11466860000000.0,0.15,707802903329.609
1988,Arancel,334655000000.0,15391800000000.0,2.17,10914376792227.076
1988,CREE,0.0,30783600000000.0,0.0,0.0
1988,Consumo bienes inmuebles,0.0,15391800000000.0,0.0,0.0
1988,G.M.F.,0.0,15391800000000.0,0.0,0.0
1988,IVA externo,133764000000.0,15391800000000.0,0.87,4362554562864.6294
1988,IVA interno,228690000000.0,15391800000000.0,1.49,7458453716855.896
1988,Impuesto al carbono,0.0,15391800000000.0,0.0,0.0
1988,Impuesto al consumo,0.0,15391800000000.0,0.0,0.0
1988,Impuesto de normalización tributaria,0.0,15391800000000.0,0.0,0.0
1988,Impuesto gasolina y ACPM,0.0,15391800000000.0,0.0,0.0
1988,Impuesto unificado RST (Simple),0.0,15391800000000.0,0.0,0.0
1988,Impuestos saludables - Bebidas azucaradas,0.0,15391800000000.0,0.0,0.0
1988,Impuestos saludables - Comestibles ultraprocesados,0.0,15391800000000.0,0.0,0.0
1988,Patrimonio,0.0,15391800000000.0,0.0,0.0
1988,Por clasificar,0.0,15391800000000.0,0.0,0.0
1988,Productos plásticos de un solo uso,0.0,15391800000000.0,0.0,0.0
1988,Renta,426929000000.0,30783600000000.0,2.77,13923784104611.355
1988,Riqueza,0.0,15391800000000.0,0.0,0.0
1988,Timbre nacional,19077000000.0,15391800000000.0,0.12,622173779161.5721
1989,Arancel,400102000000.0,19876230000000.0,2.01,10339748766532.873
1989,CREE,0.0,39752460000000.0,0.0,0.0
1989,Consumo bienes inmuebles,0.0,19876230000000.0,0.0,0.0
1989,G.M.F.,0.0,19876230000000.0,0.0,0.0
1989,IVA externo,161477000000.0,19876230000000.0,0.81,4173014910131.488
1989,IVA interno,307202000000.0,19876230000000.0,1.55,7938954318089.966
1989,Impuesto al carbono,0.0,19876230000000.0,0.0,0.0
1989,Impuesto al consumo,0.0,19876230000000.0,0.0,0.0
1989,Impuesto de normalización tributaria,0.0,19876230000000.0,0.0,0.0
1989,Impuesto gasolina y ACPM,0.0,19876230000000.0,0.0,0.0
1989,Impuesto unificado RST (Simple),0.0,19876230000000.0,0.0,0.0
1989,Impuestos saludables - Bebidas azucaradas,0.0,19876230000000.0,0.0,0.0
1989,Impuestos saludables - Comestibles ultraprocesados,0.0,19876230000000.0,0.0,0.0
1989,Patrimonio,0.0,19876230000000.0,0.0,0.0
1989,Por clasificar,0.0,19876230000000.0,0.0,0.0
1989,Productos plásticos de un solo uso,0.0,19876230000000.0,0.0,0.0
1989,Renta,586745000000.0,39752460000000.0,2.95,15163123128650.52
1989,Riqueza,0.0,19876230000000.0,0.0,0.0
1989,Timbre nacional,26213000000.0,19876230000000.0,0.13,677416844747.4049
1990,Arancel,492678000000.0,26370960000000.0,1.87,9619861893835.295
1990,CREE,0.0,52741920000000.0,0.0,0.0
1990,Consumo bienes inmuebles,0.0,26370960000000.0,0.0,0.0
1990,G.M.F.,0.0,26370960000000.0,0.0,0.0
1990,IVA externo,212470000000.0,26370960000000.0,0.81,4148616452496.732
1990,IVA interno,411482000000.0,26370960000000.0,1.56,8034456606138.5625
1990,Impuesto al carbono,0.0,26370960000000.0,0.0,0.0
1990,Impuesto al consumo,0.0,26370960000000.0,0.0,0.0
1990,Impuesto de normalización tributaria,0.0,26370960000000.0,0.0,0.0
1990,Impuesto gasolina y ACPM,0.0,26370960000000.0,0.0,0.0
1990,Impuesto unificado RST (Simple),0.0,26370960000000.0,0.0,0.0
1990,Impuestos saludables - Bebidas azucaradas,0.0,26370960000000.0,0.0,0.0
1990,Impuestos saludables - Comestibles ultraprocesados,0.0,26370960000000.0,0.0,0.0
1990,Patrimonio,0.0,26370960000000.0,0.0,0.0
1990,Por clasificar,0.0,26370960000000.0,0.0,0.0
1990,Productos plásticos de un solo uso,0.0,26370960000000.0,0.0,0.0
1990,Renta,822513000000.0,52741920000000.0,3.11,16060107140737.256
1990,Riqueza,0.0,26370960000000.0,0.0,0.0
1990,Timbre nacional,33789000000.0,26370960000000.0,0.13,659752441819.6079
1991,Arancel,418231000000.0,34169800000000.004,1.22,6440381423265.9795
1991,CREE,0.0,68339600000000.01,0.0,0.0
1991,Consumo bienes inmuebles,0.0,34169800000000.004,0.0,0.0
1991,G.M.F.,0.0,34169800000000.004,0.0,0.0
1991,IVA externo,275308000000.0,34169800000000.004,0.81,4239495706622.6807
1991,IVA interno,628340000000.0,34169800000000.004,1.84,9675871141773.195
1991,Impuesto al carbono,0.0,34169800000000.004,0.0,0.0
1991,Impuesto al consumo,0.0,34169800000000.004,0.0,0.0
1991,Impuesto de normalización tributaria,0.0,34169800000000.004,0.0,0.0
1991,Impuesto gasolina y ACPM,0.0,34169800000000.004,0.0,0.0
1991,Impuesto unificado RST (Simple),0.0,34169800000000.004,0.0,0.0
1991,Impuestos saludables - Bebidas azucaradas,0.0,34169800000000.004,0.0,0.0
1991,Impuestos saludables - Comestibles ultraprocesados,0.0,34169800000000.004,0.0,0.0
1991,Patrimonio,0.0,34169800000000.004,0.0,0.0
1991,Por clasificar,0.0,34169800000000.004,0.0,0.0
1991,Productos plásticos de un solo uso,0.0,34169800000000.004,0.0,0.0
1991,Renta,1409760000000.0,68339600000000.01,4.13,21709036669360.83
1991,Riqueza,0.0,34169800000000.004,0.0,0.0
1991,Timbre nacional,40831000000.0,34169800000000.004,0.12,628760694193.8145
1992,Arancel,337007000000.0,44199880000000.0,0.76,4146554115235.585
1992,CREE,0.0,88399760000000.0,0.0,0.0
1992,Consumo bienes inmuebles,0.0,44199880000000.0,0.0,0.0
1992,G.M.F.,0.0,44199880000000.0,0.0,0.0
1992,IVA externo,460017000000.0,44199880000000.0,1.04,5660076450721.582
1992,IVA interno,894653000000.0,44199880000000.0,2.02,11007863572144.975
1992,Impuesto al carbono,0.0,44199880000000.0,0.0,0.0
1992,Impuesto al consumo,0.0,44199880000000.0,0.0,0.0
1992,Impuesto de normalización tributaria,0.0,44199880000000.0,0.0,0.0
1992,Impuesto gasolina y ACPM,0.0,44199880000000.0,0.0,0.0
1992,Impuesto unificado RST (Simple),0.0,44199880000000.0,0.0,0.0
1992,Impuestos saludables - Bebidas azucaradas,0.0,44199880000000.0,0.0,0.0
1992,Impuestos saludables - Comestibles ultraprocesados,0.0,44199880000000.0,0.0,0.0
1992,Patrimonio,0.0,44199880000000.0,0.0,0.0
1992,Por clasificar,0.0,44199880000000.0,0.0,0.0
1992,Productos plásticos de un solo uso,0.0,44199880000000.0,0.0,0.0
1992,Renta,1846321000000.0,88399760000000.0,4.18,22717243085739.703
1992,Riqueza,0.0,44199880000000.0,0.0,0.0
1992,Timbre nacional,55565000000.0,44199880000000.0,0.13,683675055453.0477
1993,Arancel,545489000000.0,58931950000000.0,0.93,5472155148147.751
1993,CREE,0.0,117863900000000.0,0.0,0.0
1993,Consumo bienes inmuebles,0.0,58931950000000.0,0.0,0.0
1993,G.M.F.,0.0,58931950000000.0,0.0,0.0
1993,IVA externo,901757000000.0,58931950000000.0,1.53,9046111305504.367
1993,IVA interno,1359344000000.0,58931950000000.0,2.31,13636464287462.729
1993,Impuesto al carbono,0.0,58931950000000.0,0.0,0.0
1993,Impuesto al consumo,0.0,58931950000000.0,0.0,0.0
1993,Impuesto de normalización tributaria,0.0,58931950000000.0,0.0,0.0
1993,Impuesto gasolina y ACPM,0.0,58931950000000.0,0.0,0.0
1993,Impuesto unificado RST (Simple),0.0,58931950000000.0,0.0,0.0
1993,Impuestos saludables - Bebidas azucaradas,0.0,58931950000000.0,0.0,0.0
1993,Impuestos saludables - Comestibles ultraprocesados,0.0,58931950000000.0,0.0,0.0
1993,Patrimonio,0.0,58931950000000.0,0.0,0.0
1993,Por clasificar,0.0,58931950000000.0,0.0,0.0
1993,Productos plásticos de un solo uso,0.0,58931950000000.0,0.0,0.0
1993,Renta,2318382000000.0,117863900000000.0,3.9299999999999997,23257198580856.953
1993,Riqueza,0.0,58931950000000.0,0.0,0.0
1993,Timbre nacional,15494000000.0,58931950000000.0,0.03,155430397066.4876
1994,Arancel,733360000000.0,77147060000000.0,0.95,6002351884975.342
1994,CREE,0.0,154294120000000.0,0.0,0.0
1994,Consumo bienes inmuebles,0.0,77147060000000.0,0.0,0.0
1994,G.M.F.,0.0,77147060000000.0,0.0,0.0
1994,IVA externo,1142775000000.0,77147060000000.0,1.48,9353302164493.15
1994,IVA interno,1801397000000.0,77147060000000.0,2.34,14743943872775.889
1994,Impuesto al carbono,0.0,77147060000000.0,0.0,0.0
1994,Impuesto al consumo,0.0,77147060000000.0,0.0,0.0
1994,Impuesto de normalización tributaria,0.0,77147060000000.0,0.0,0.0
1994,Impuesto gasolina y ACPM,0.0,77147060000000.0,0.0,0.0
1994,Impuesto unificado RST (Simple),0.0,77147060000000.0,0.0,0.0
1994,Impuestos saludables - Bebidas azucaradas,0.0,77147060000000.0,0.0,0.0
1994,Impuestos saludables - Comestibles ultraprocesados,0.0,77147060000000.0,0.0,0.0
1994,Patrimonio,0.0,77147060000000.0,0.0,0.0
1994,Por clasificar,11292000000.0,77147060000000.0,0.01,92421944863.56163
1994,Productos plásticos de un solo uso,0.0,77147060000000.0,0.0,0.0
1994,Renta,2810450000000.0,154294120000000.0,3.6399999999999997,23002767883616.438
1994,Riqueza,0.0,77147060000000.0,0.0,0.0
1994,Timbre nacional,86477000000.0,77147060000000.0,0.11,707790694825.2054
1995,Arancel,876066000000.0,96403410000000.0,0.91,6002710999288.075
1995,CREE,0.0,192806820000000.0,0.0,0.0
1995,Consumo bienes inmuebles,0.0,96403410000000.0,0.0,0.0
1995,G.M.F.,0.0,96403410000000.0,0.0,0.0
1995,IVA externo,1436018000000.0,96403410000000.0,1.49,9839442512066.059
1995,IVA interno,2218156000000.0,96403410000000.0,2.3,15198568851361.473
1995,Impuesto al carbono,0.0,96403410000000.0,0.0,0.0
1995,Impuesto al consumo,0.0,96403410000000.0,0.0,0.0
1995,Impuesto de normalización tributaria,0.0,96403410000000.0,0.0,0.0
1995,Impuesto gasolina y ACPM,0.0,96403410000000.0,0.0,0.0
1995,Impuesto unificado RST (Simple),0.0,96403410000000.0,0.0,0.0
1995,Impuestos saludables - Bebidas azucaradas,0.0,96403410000000.0,0.0,0.0
1995,Impuestos saludables - Comestibles ultraprocesados,0.0,96403410000000.0,0.0,0.0
1995,Patrimonio,0.0,96403410000000.0,0.0,0.0
1995,Por clasificar,16146000000.0,96403410000000.0,0.02,110630673710.09178
1995,Productos plásticos de un solo uso,0.0,96403410000000.0,0.0,0.0
1995,Renta,3483559000000.0,192806820000000.0,3.61,23868975540620.19
1995,Riqueza,0.0,96403410000000.0,0.0,0.0
