UEJ,NOMBRE UEJ,RUBRO,TIPO,CTA,"SUB
CTA",OBJ,ORD,"SOR
ORD",ITEM,"SUB
ITEM","SUB
ITEM 2",FUENTE,REC,SIT,DESCRIPCION,APR. INICIAL,APR. ADICIONADA,APR. REDUCIDA,APR. VIGENTE,APR BLOQUEADA,CDP,APR. DISPONIBLE,COMPROMISO,OBLIGACION,ORDEN PAGO,PAGOS,Código de entidad,Código de sector,Sector,Entidad,mes,mes_num
01-01-01,SENADO DE LA REPUBLICA,C-0199-1000-15-53105B,C,199.0,1000.0,15.0,53105B,,,,,Nación,10.0,CSF,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,500000000,0,0,500000000,0,500000000.0,0.0,0.0,0.0,0.0,0.0,101,1,Congreso de la república,Congreso de la república,Enero,1
01-01-02,CAMARA DE REPRESENTANTES,A-01-01-01,A,1.0,1.0,1.0,,,,,,Nación,10.0,CSF,SALARIO,309828000000,0,0,309828000000,0,97410297885.0,212417702115.0,20910297885.0,20910297885.0,20906843565.0,20892628240.0,101,1,Congreso de la república,Congreso de la república,Enero,1
01-01-02,CAMARA DE REPRESENTANTES,A-01-01-02,A,1.0,1.0,2.0,,,,,,Nación,10.0,CSF,CONTRIBUCIONES INHERENTES A LA NÓMINA,111200000000,0,0,111200000000,0,12725306521.0,98474693479.0,12725306521.0,12725306521.0,12725306521.0,12725306521.0,101,1,Congreso de la república,Congreso de la república,Enero,1
01-01-02,CAMARA DE REPRESENTANTES,A-01-01-03,A,1.0,1.0,3.0,,,,,,Nación,10.0,CSF,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,20078000000,0,0,20078000000,0,7758264877.0,12319735123.0,1105255148.0,1097215148.0,1096926981.0,953847285.0,101,1,Congreso de la república,Congreso de la república,Enero,1
01-01-02,CAMARA DE REPRESENTANTES,A-01-01-04,A,1.0,1.0,4.0,,,,,,Nación,10.0,CSF,OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,75000000000,0,0,75000000000,75000000000,0.0,0.0,0.0,0.0,0.0,0.0,101,1,Congreso de la república,Congreso de la república,Enero,1
01-01-02,CAMARA DE REPRESENTANTES,A-02,A,2.0,,,,,,,,Nación,10.0,CSF,ADQUISICIÓN DE BIENES  Y SERVICIOS,101919000000,0,0,101919000000,0,101808999999.24,110000000.76,36057058294.76,557260833.0,557260833.0,557260833.0,101,1,Congreso de la república,Congreso de la república,Enero,1
01-01-02,CAMARA DE REPRESENTANTES,A-03-03-01-999,A,3.0,3.0,1.0,999,,,,,Nación,10.0,CSF,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,57900000000,0,0,57900000000,57900000000,0.0,0.0,0.0,0.0,0.0,0.0,101,1,Congreso de la república,Congreso de la república,Enero,1
01-01-02,CAMARA DE REPRESENTANTES,A-03-04-02-012,A,3.0,4.0,2.0,012,,,,,Nación,10.0,CSF,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),55000000,0,0,55000000,0,17884547.0,37115453.0,17884547.0,17884547.0,17884547.0,17884547.0,101,1,Congreso de la república,Congreso de la república,Enero,1
01-01-02,CAMARA DE REPRESENTANTES,A-08-01,A,8.0,1.0,,,,,,,Nación,10.0,CSF,IMPUESTOS,140000000,0,0,140000000,0,0.0,140000000.0,0.0,0.0,0.0,0.0,101,1,Congreso de la república,Congreso de la república,Enero,1
01-01-02,CAMARA DE REPRESENTANTES,A-08-03,A,8.0,3.0,,,,,,,Nación,10.0,CSF,TASAS Y DERECHOS ADMINISTRATIVOS,18000000,0,0,18000000,0,0.0,18000000.0,0.0,0.0,0.0,0.0,101,1,Congreso de la república,Congreso de la república,Enero,1
01-01-02,CAMARA DE REPRESENTANTES,A-08-04-01,A,8.0,4.0,1.0,,,,,,Nación,11.0,SSF,CUOTA DE FISCALIZACIÓN Y AUDITAJE,1239000000,0,0,1239000000,0,0.0,1239000000.0,0.0,0.0,0.0,0.0,101,1,Congreso de la república,Congreso de la república,Enero,1
01-01-02,CAMARA DE REPRESENTANTES,A-08-05,A,8.0,5.0,,,,,,,Nación,10.0,CSF,"MULTAS, SANCIONES E INTERESES DE MORA",138000000,0,0,138000000,0,0.0,138000000.0,0.0,0.0,0.0,0.0,101,1,Congreso de la república,Congreso de la república,Enero,1
01-01-02,CAMARA DE REPRESENTANTES,C-0101-1000-2-53105B,C,101.0,1000.0,2.0,53105B,,,,,Nación,10.0,CSF,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,8000000000,0,0,8000000000,0,8000000000.0,0.0,0.0,0.0,0.0,0.0,101,1,Congreso de la república,Congreso de la república,Enero,1
01-01-02,CAMARA DE REPRESENTANTES,C-0199-1000-7-53105B,C,199.0,1000.0,7.0,53105B,,,,,Nación,10.0,CSF,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,75000000000,0,0,75000000000,0,75000000000.0,0.0,21696725694.0,0.0,0.0,0.0,101,1,Congreso de la república,Congreso de la república,Enero,1
01-01-02,CAMARA DE REPRESENTANTES,C-0199-1000-9-53105B,C,199.0,1000.0,9.0,53105B,,,,,Nación,10.0,CSF,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,41564383853,0,0,41564383853,0,0.0,41564383853.0,0.0,0.0,0.0,0.0,101,1,Congreso de la república,Congreso de la república,Enero,1
01-01-02,CAMARA DE REPRESENTANTES,C-0199-1000-10-53105B,C,199.0,1000.0,10.0,53105B,,,,,Nación,10.0,CSF,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,15000000000,0,0,15000000000,0,15000000000.0,0.0,0.0,0.0,0.0,0.0,101,1,Congreso de la república,Congreso de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-01-01-01,A,1.0,1.0,1.0,,,,,,Nación,10.0,CSF,SALARIO,81926000000,0,0,81926000000,0,81926000000.0,0.0,81926000000.0,4907690348.98,4907690348.98,4907690348.98,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-01-01-02,A,1.0,1.0,2.0,,,,,,Nación,10.0,CSF,CONTRIBUCIONES INHERENTES A LA NÓMINA,29808000000,0,0,29808000000,0,29808000000.0,0.0,29808000000.0,0.0,0.0,0.0,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-01-01-03,A,1.0,1.0,3.0,,,,,,Nación,10.0,CSF,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,37386000000,0,0,37386000000,0,37386000000.0,0.0,37378355000.0,2348079069.71,2348079069.71,2348079069.71,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-02,A,2.0,,,,,,,,Nación,10.0,CSF,ADQUISICIÓN DE BIENES  Y SERVICIOS,80697000000,0,0,80697000000,0,50377820712.39,30319179287.61,36861993998.65,4439873991.91,4428224151.91,4428224151.91,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-03-03-01-051,A,3.0,3.0,1.0,051,,,,,Nación,10.0,CSF,FONDO DE PROGRAMAS ESPECIALES PARA LA PAZ,10256786933,0,0,10256786933,0,10256786933.0,0.0,10256786933.0,1324752649.69,1324752649.69,1324752649.69,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-03-03-01-051,A,3.0,3.0,1.0,051,,,,,Nación,11.0,CSF,FONDO DE PROGRAMAS ESPECIALES PARA LA PAZ,9200000000,0,0,9200000000,0,5785505829.0,3414494171.0,3202584228.0,101167985.07,101167985.07,101167985.07,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-03-03-01-052,A,3.0,3.0,1.0,052,,,,,Nación,10.0,CSF,PLAN DE PROMOCIÓN DE COLOMBIA EN EL EXTERIOR,2069000000,0,0,2069000000,0,0.0,2069000000.0,0.0,0.0,0.0,0.0,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-03-03-01-077,A,3.0,3.0,1.0,077,,,,,Nación,10.0,CSF,"TRANSFERENCIAS PARA LA ESTRATEGIA DE INTERACCIÓN Y DIÁLOGO PERMANENTE ENTRE LAS AUTORIDADES DE ORDEN TERRITORIAL, GOBIERNO NACIONAL Y LOS CIUDADANOS",7573000000,0,0,7573000000,0,4771082614.0,2801917386.0,2604430809.0,0.0,0.0,0.0,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-03-03-01-089,A,3.0,3.0,1.0,089,,,,,Nación,10.0,CSF,CENTRO INVESTIGATIVO NO ES HORA DE CALLAR,836000000,0,0,836000000,0,376209000.0,459791000.0,284427000.0,0.0,0.0,0.0,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-03-03-04-036,A,3.0,3.0,4.0,036,,,,,Nación,10.0,CSF,FONDO COLOMBIA EN PAZ (FCP) - DECRETO 691 DE 2017,170497000000,0,0,170497000000,0,170497000000.0,0.0,170497000000.0,0.0,0.0,0.0,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-03-03-04-066,A,3.0,3.0,4.0,066,,,,,Nación,10.0,CSF,FONDO MUJER LIBRE Y PRODUCTIVA. ART. 73 LEY 2294 DE 2023,20000000000,0,0,20000000000,0,0.0,20000000000.0,0.0,0.0,0.0,0.0,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-03-04-02-012,A,3.0,4.0,2.0,012,,,,,Nación,10.0,CSF,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),183000000,0,0,183000000,0,183000000.0,0.0,183000000.0,34983419.0,34983419.0,34983419.0,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-03-08-01-002,A,3.0,8.0,1.0,002,,,,,Nación,10.0,CSF,TRANSFERENCIA CONVENIOS ICETEX,200000000,0,0,200000000,0,200000000.0,0.0,0.0,0.0,0.0,0.0,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-03-10,A,3.0,10.0,,,,,,,Nación,11.0,CSF,SENTENCIAS Y CONCILIACIONES,800000000,0,0,800000000,0,0.0,800000000.0,0.0,0.0,0.0,0.0,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-08-01,A,8.0,1.0,,,,,,,Nación,10.0,CSF,IMPUESTOS,406000000,0,0,406000000,0,3000000.0,403000000.0,3000000.0,3000000.0,3000000.0,3000000.0,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-08-03,A,8.0,3.0,,,,,,,Nación,10.0,CSF,TASAS Y DERECHOS ADMINISTRATIVOS,81000000,0,0,81000000,0,15000000.0,66000000.0,15000000.0,15000000.0,15000000.0,15000000.0,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-08-04-01,A,8.0,4.0,1.0,,,,,,Nación,11.0,SSF,CUOTA DE FISCALIZACIÓN Y AUDITAJE,874000000,0,0,874000000,0,0.0,874000000.0,0.0,0.0,0.0,0.0,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-08-04-03,A,8.0,4.0,3.0,,,,,,Nación,10.0,CSF,CONTRIBUCIÓN NACIONAL DE VALORIZACIÓN,49000000,0,0,49000000,0,0.0,49000000.0,0.0,0.0,0.0,0.0,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0204-1000-7-70506C,C,204.0,1000.0,7.0,70506C,,,,,Nación,10.0,CSF,7. ACTORES DIFERENCIALES PARA EL CAMBIO / C. INSTITUCIONES HACIA LA INTERLOCUCIÓN CON PUEBLOS Y COMUNIDADES,16927718376,0,0,16927718376,0,4016136666.0,12911581710.0,759969999.0,0.0,0.0,0.0,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0204-1000-9-20106A,C,204.0,1000.0,9.0,20106A,,,,,Nación,11.0,CSF,"2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / A. PREVENCIÓN Y PROTECCIÓN PARA POBLACIONES VULNERABLES DESDE UN ENFOQUE DIFERENCIAL, COLECTIVO E INDIVIDUAL",13364229202,0,0,13364229202,0,1175131290.0,12189097912.0,562928000.0,0.0,0.0,0.0,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0210-1000-16-600014,C,210.0,1000.0,16.0,600014,,,,,Nación,10.0,CSF,6. PAZ TOTAL E INTEGRAL / 4. SOLUCIÓN AL PROBLEMA DE LAS DROGAS ILÍCITAS,106010040172,0,0,106010040172,0,0.0,106010040172.0,0.0,0.0,0.0,0.0,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0214-1000-2-600030,C,214.0,1000.0,2.0,600030,,,,,Nación,10.0,CSF,6. PAZ TOTAL E INTEGRAL / 3. DESESCALAMIENTO DE LA VIOLENCIA,4000000000,0,0,4000000000,0,0.0,4000000000.0,0.0,0.0,0.0,0.0,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0214-1000-3-53105A,C,214.0,1000.0,3.0,53105A,,,,,Nación,10.0,CSF,5. CONVERGENCIA REGIONAL / A. LUCHA CONTRA LA CORRUPCIÓN EN LAS ENTIDADES PÚBLICAS NACIONALES Y TERRITORIALES,2000000000,0,0,2000000000,0,1831855000.0,168145000.0,0.0,0.0,0.0,0.0,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0214-1000-4-20109C,C,214.0,1000.0,4.0,20109C,,,,,Nación,10.0,CSF,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL/C. RESPETO A LOS DD.HH. Y AL DIH DESDE UN ENFOQUE DIFERENCIAL,8866176444,0,0,8866176444,0,558266667.0,8307909777.0,438266667.0,0.0,0.0,0.0,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0214-1000-5-53105B,C,214.0,1000.0,5.0,53105B,,,,,Nación,14.0,CSF,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,9000000000,0,0,9000000000,0,4588712000.0,4411288000.0,1849680000.0,0.0,0.0,0.0,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0299-1000-4-53105B,C,299.0,1000.0,4.0,53105B,,,,,Nación,10.0,CSF,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,3000000000,0,0,3000000000,0,0.0,3000000000.0,0.0,0.0,0.0,0.0,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0299-1000-5-53105B,C,299.0,1000.0,5.0,53105B,,,,,Nación,10.0,CSF,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,1000000000,0,0,1000000000,0,909031000.0,90969000.0,0.0,0.0,0.0,0.0,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0299-1000-6-53105B,C,299.0,1000.0,6.0,53105B,,,,,Nación,10.0,CSF,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,4500000000,0,0,4500000000,0,3307574708.0,1192425292.0,0.0,0.0,0.0,0.0,201,2,Presidencia de la república,Presidencia de la república,Enero,1
02-09-00,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",A-01-01-01,A,1.0,1.0,1.0,,,,,,Nación,10.0,CSF,SALARIO,9263000000,0,0,9263000000,0,9113000000.0,150000000.0,712405465.0,712405465.0,712405465.0,712405465.0,209,2,Presidencia de la república,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",Enero,1
02-09-00,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",A-01-01-02,A,1.0,1.0,2.0,,,,,,Nación,10.0,CSF,CONTRIBUCIONES INHERENTES A LA NÓMINA,3389000000,0,0,3389000000,0,3239000000.0,150000000.0,286287870.25,150823018.25,150823018.25,150823018.25,209,2,Presidencia de la república,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",Enero,1
02-09-00,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",A-01-01-03,A,1.0,1.0,3.0,,,,,,Nación,10.0,CSF,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,1454000000,0,0,1454000000,0,1155000000.0,299000000.0,41400356.0,41400356.0,41400356.0,41400356.0,209,2,Presidencia de la república,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",Enero,1
02-09-00,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",A-02,A,2.0,,,,,,,,Nación,10.0,CSF,ADQUISICIÓN DE BIENES  Y SERVICIOS,4499000000,0,0,4499000000,0,2619687211.15,1879312788.85,1627071671.81,246174743.0,246174743.0,246174743.0,209,2,Presidencia de la república,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",Enero,1
02-09-00,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",A-03-02-02,A,3.0,2.0,2.0,,,,,,Nación,10.0,CSF,A ORGANIZACIONES INTERNACIONALES,29583000000,0,0,29583000000,0,29582700000.0,300000.0,1288200000.0,0.0,0.0,0.0,209,2,Presidencia de la república,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",Enero,1
02-09-00,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",A-03-04-02-012,A,3.0,4.0,2.0,012,,,,,Nación,10.0,CSF,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),103000000,0,0,103000000,0,95000000.0,8000000.0,5113028.0,5113028.0,5113028.0,5113028.0,209,2,Presidencia de la república,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",Enero,1
02-09-00,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",A-08-01,A,8.0,1.0,,,,,,,Nación,10.0,CSF,IMPUESTOS,3000000,0,0,3000000,0,0.0,3000000.0,0.0,0.0,0.0,0.0,209,2,Presidencia de la república,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",Enero,1
02-09-00,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",A-08-04-01,A,8.0,4.0,1.0,,,,,,Nación,11.0,SSF,CUOTA DE FISCALIZACIÓN Y AUDITAJE,528000000,0,0,528000000,0,0.0,528000000.0,0.0,0.0,0.0,0.0,209,2,Presidencia de la república,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",Enero,1
